algo,seed,update,mean_episode_reward_in_rollout,rollout_clip_rate,rollout_mean_abs_action,eval_mean_reward,eval_mean_discounted_loss,eval_clip_rate,env_id,group,tier,step
ppo,43,140.0,-189.9206470433758,0.0,1.7464674961811397,-118.78828997892356,96.08995382895314,0.0,asymmetric_extreme,asymmetric,extreme,
ppo,43,159.0,-195.80716766899346,0.0,1.7546503160210705,-104.35422653556058,86.09699136432388,0.0,asymmetric_extreme,asymmetric,extreme,
ppo,7,0.0,-482.20987106478776,0.0,2.1677560474633992,-222.667149516457,172.09056048197957,0.0,asymmetric_extreme,asymmetric,extreme,
ppo,7,20.0,-284.44040036157816,0.0,2.019533444389708,-205.42760219503077,165.0134008369447,0.0,asymmetric_extreme,asymmetric,extreme,
ppo,7,40.0,-323.57749204731033,0.0,1.9120661340675724,-165.58672542881783,132.09498968179327,0.0,asymmetric_extreme,asymmetric,extreme,
ppo,7,60.0,-298.27976916823184,0.0,1.9964235211373307,-146.6188762657705,117.35660991047133,0.0,asymmetric_extreme,asymmetric,extreme,
ppo,7,80.0,-339.8266720581769,0.0,1.957389513403541,-150.1957399243076,119.81779308059897,0.0,asymmetric_extreme,asymmetric,extreme,
ppo,7,100.0,-255.54605402061,0.0,1.7885855015374545,-136.4108506248754,107.82058240694674,0.0,asymmetric_extreme,asymmetric,extreme,
ppo,7,120.0,-215.2750064013117,0.0,1.8936413334122335,-141.25310673412196,113.6585599476998,0.0,asymmetric_extreme,asymmetric,extreme,
ppo,7,140.0,-225.05520569077186,0.0,1.7045254335980644,-125.44732963381469,101.17967050425011,0.0,asymmetric_extreme,asymmetric,extreme,
ppo,7,159.0,-192.67431325170386,0.0,1.6340857129926007,-111.81034612577815,92.09198738451533,0.0,asymmetric_extreme,asymmetric,extreme,
sac,29,,,,,-91.43119324882535,75.78851659964143,0.0,asymmetric_extreme,asymmetric,extreme,3000.0
sac,29,,,,,-90.69344257993222,74.12803687952588,0.0,asymmetric_extreme,asymmetric,extreme,6000.0
sac,29,,,,,-86.9779542364956,70.96154374093567,0.0,asymmetric_extreme,asymmetric,extreme,9000.0
sac,29,,,,,-98.80922369596402,82.32594207997266,0.0,asymmetric_extreme,asymmetric,extreme,12000.0
sac,43,,,,,-92.26507754451211,76.47011854056811,0.0,asymmetric_extreme,asymmetric,extreme,3000.0
sac,43,,,,,-95.91682266277091,78.03742772773037,0.0,asymmetric_extreme,asymmetric,extreme,6000.0
sac,43,,,,,-86.99676155637938,70.94952835319138,0.0,asymmetric_extreme,asymmetric,extreme,9000.0
sac,43,,,,,-94.68622872919238,79.29749129921191,0.0,asymmetric_extreme,asymmetric,extreme,12000.0
sac,7,,,,,-94.65446585340895,78.38013106511673,0.0,asymmetric_extreme,asymmetric,extreme,3000.0
